"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.39219537416293,0.912,0.511,0,"2","Pclo"
0,1.52580540719046,0.635,0.235,0,"2","Gabra2"
0,1.13477145388114,0.804,0.404,0,"2","Chl1"
0,1.61359809599509,0.751,0.352,0,"2","Lrrtm4"
0,1.79241845505051,0.595,0.197,0,"2","Frmd3"
0,1.02246419326809,0.682,0.287,0,"2","Plppr1"
0,1.90647671086148,0.552,0.158,0,"2","Camk2b"
0,1.69674785360168,0.906,0.514,0,"2","Ralyl"
0,1.56774437270714,0.614,0.222,0,"2","Prkar1b"
0,2.24248747564878,0.518,0.126,0,"2","Arhgdig"
0,1.21538672509853,0.694,0.302,0,"2","Syt4"
0,1.3966036617297,0.676,0.285,0,"2","Cacna1d"
0,1.19684991699292,0.827,0.436,0,"2","Cd200"
0,1.2514114609496,0.911,0.521,0,"2","Ppfia2"
0,0.784969244823201,0.906,0.516,0,"2","Csmd1"
0,2.92906092153415,0.476,0.086,0,"2","Vsnl1"
0,1.45414155976722,0.654,0.266,0,"2","Plxna4"
0,1.37637200697677,0.691,0.303,0,"2","Ksr2"
0,1.33216760589776,0.824,0.437,0,"2","Map9"
0,1.35625731589395,0.832,0.446,0,"2","Nexmif"
0,1.39433721756698,0.729,0.344,0,"2","Syn3"
0,1.880391084014,0.54,0.155,0,"2","Kcnc2"
0,1.71374548215785,0.638,0.253,0,"2","Spock3"
0,1.48412369891336,0.626,0.241,0,"2","Elmod1"
0,1.58666732723394,0.71,0.326,0,"2","Rbms3"
0,1.5313716420194,0.925,0.542,0,"2","Nrg3"
0,1.37673796577604,0.696,0.314,0,"2","Rcan2"
0,1.22566047637526,0.738,0.357,0,"2","Pcdh15"
0,1.35854515435219,0.952,0.573,0,"2","Kcnb2"
0,1.60081009268473,0.588,0.212,0,"2","Dlgap2"
0,1.31803961662748,0.82,0.444,0,"2","Serp2"
0,1.46311364479073,0.596,0.222,0,"2","Fxyd7"
0,1.20962711708751,0.7,0.327,0,"2","Cacna1b"
0,1.39642506898795,0.722,0.35,0,"2","Acot7"
0,1.30010694159501,0.949,0.578,0,"2","Rims1"
0,1.48489656811481,0.893,0.522,0,"2","Tspyl4"
0,1.33149006491758,0.7,0.329,0,"2","Rgs17"
0,1.54736251355484,0.796,0.426,0,"2","Pcdh17"
0,1.41372681277142,0.578,0.208,0,"2","Arfgef3"
0,1.50300997961848,0.992,0.622,0,"2","Gap43"
0,1.50065538777634,0.667,0.298,0,"2","Syp"
0,0.919848748680845,0.972,0.603,0,"2","Myt1l"
0,1.46180971541916,0.655,0.288,0,"2","Map7d2"
0,0.972777352128978,0.743,0.376,0,"2","Grid1"
0,1.29342267253924,0.917,0.551,0,"2","Lrrc4c"
0,1.61493795154691,0.554,0.189,0,"2","Samd5"
0,2.19390514417514,0.478,0.113,0,"2","Ppp2r2c"
0,1.50008475251682,0.585,0.22,0,"2","Scn3b"
0,1.1326491201437,0.774,0.41,0,"2","Snap91"
0,0.974385905075633,0.9,0.536,0,"2","Sntg1"
0,1.40144032521268,0.622,0.261,0,"2","Kcnip4"
0,1.23257991535403,0.796,0.436,0,"2","Cacnb2"
